LNR,RESPONSE
15504,0.015784912257154424
15507,0.005955275262469836
15521,0.002310901784064426
24403,0.0023131706629932916
24100,0.038119512550028614
24436,0.002368287131212935
24440,0.0041199577761897145
24442,0.010216826605870729
24148,0.0024153589653623077
24149,0.006565734639743758
24155,0.0023153265850092072
24458,0.003046126172256799
24169,0.0178618565449215
24477,0.01876358381450082
24479,0.0023263044218000233
24486,0.0022727071458752243
24190,0.01172892939294498
24515,0.013645176849672617
24214,0.02302591749650372
25183,0.011323739427749929
25207,0.0021874915056549686
24889,0.013782919845669265
24890,0.0023109822956136326
25226,0.008560317212141955
25232,0.011919622097635852
25244,0.0023081912666164856
25339,0.0024071035361961112
25355,0.010783990200286616
24958,0.004032650411966855
25277,0.0022556208276802185
25286,0.015087547605608504
24988,0.011323739427749929
25298,0.0025149974903041724
25309,0.01718216254597044
25315,0.0022830400023264173
25014,0.012567972029164109
25322,0.002241971430790046
25333,0.013179738093344927
25025,0.010566822000987639
24726,0.008060282641808001
24735,0.011445223930175054
25055,0.0031387485113526996
25056,0.004069460402761264
24746,0.008786887179154405
25061,0.0020984454709014264
25067,0.002283043010217969
25074,0.002310901784064426
24773,0.0027969743206431364
25080,0.011445223930175054
25086,0.009437130041778449
25088,0.005140004275628865
24777,0.003165708283624982
24796,0.0022632548716060145
25104,0.002261958135843995
24806,0.0021919334857378905
25118,0.0023756741008313337
24822,0.012567972029164109
82811,0.009047106866342119
83449,0.0349349837979661
83459,0.011445223930175054
83770,0.011323739427749929
84091,0.0026681628011676027
84096,0.002501151656280402
84737,0.016948231119674386
85048,0.011445223930175054
85049,0.02210618339590367
85051,0.0057266101007880515
85369,0.002409414023609381
85374,0.005278282011178387
85380,0.014393348532723924
82190,0.0023547375396892065
82505,0.005648446269147973
82515,0.0022194489625207195
82517,0.002397063634857709
82821,0.011421772217837443
83140,0.008956352380601391
788,0.002096405801594458
1102,0.0036325232432179227
1109,0.0022394866186306954
821,0.0021743749405713645
829,0.0023662493458216087
837,0.01344966671192224
845,0.016371071408166658
1163,0.01648099373025759
861,0.011445223930175054
899,0.0030086624638778216
1207,0.012198388394342298
906,0.004438929045069799
1221,0.0349939082947277
1545,0.00244462253895759
1546,0.02753285216414631
1555,0.003698738371383484
1556,0.020846265793546138
1879,0.002868731689661173
1885,0.006353358400251606
1593,0.0021718055665559694
1902,0.013655150289434736
1611,0.004825608296898262
1921,0.0034020000837352233
1927,0.015699070663707626
1651,0.0033401402460438868
1978,0.015400966841611676
1718,0.006138535539968886
1722,0.002613041890751438
1734,0.012197421531547945
41705,0.002339157567439811
41711,0.011323739427749929
41712,0.002341933002431613
42029,0.0023334677980615926
42347,0.002283109587372858
42352,0.0023994431912379892
42353,0.0022366262576967257
42671,0.013374479705530665
42987,0.002356490477834802
43310,0.0044713575617164
43627,0.0021664060609744803
43629,0.0024706185411082658
43945,0.01717912937821191
43953,0.002291301216746034
43954,0.04599973527280043
43961,0.002312049390934445
44280,0.002277840724691454
44917,0.002413565302265824
44924,0.010392719503663694
44927,0.002800008152226323
45244,0.0024192274078137254
45570,0.02285712745331766
45584,0.018158448158542725
41721,0.002365084799858366
41739,0.011323739427749929
42054,0.00756432012842355
42369,0.0023122127586472207
42689,0.007230731513143738
43019,0.002348373946325046
43331,0.020365175204613683
51328,0.007430970717140081
51644,0.015184510177291829
51653,0.009836702536272052
51969,0.014537030276875815
52308,0.01740528149333491
52310,0.002284177831367845
52626,0.025406460958272196
52638,0.00229708469966009
52940,0.00287115284584121
52954,0.018904413972377736
55194,0.005648446269147973
55196,0.002171224264497427
55526,0.011323739427749929
55847,0.0022813772917807088
55848,0.010216826605870729
51024,0.011323739427749929
51031,0.0033179518910926016
51342,0.011942043259115452
51348,0.0023173684956016077
51666,0.006291252092324873
51674,0.002277854161268352
51680,0.03447222128106492
52331,0.0025687054089659593
53302,0.011445223930175054
82163,0.013456703715328899
82481,0.0021144761721080107
82498,0.0021878424764144883
55852,0.011445223930175054
55858,0.0025592460153468317
55859,0.0023131706629932916
51037,0.011445223930175054
51039,0.003008758700359984
51683,0.009010582407683555
51685,0.002340779415117289
51695,0.0034905787732509644
51702,0.007588314032654185
52343,0.02915564005426864
52353,0.011445223930175054
53314,0.011323739427749929
53322,0.005648446269147973
53950,0.025072770827510107
54597,0.002732721300565252
54925,0.002421784749267614
55245,0.03432045149518895
55558,0.013666777548989614
55882,0.012170355612322893
51384,0.0023668517448893114
51703,0.01586107565713867
51706,0.007811570173381608
51711,0.015834549783912844
52041,0.002743958997915593
52047,0.0023090762329604723
52369,0.013001084388228775
52689,0.0026525860555621336
53331,0.0023049280574596927
53341,0.002328704590269248
63455,0.01337304003628301
63780,0.0021494922987637826
63783,0.011445223930175054
64096,0.002168785512741539
64104,0.002225021982797849
64109,0.0022730573884587046
64422,0.007875700886913159
65391,0.010216826605870729
65705,0.003965532446979224
65709,0.002279600358951988
61568,0.009509740029448847
62203,0.004267733539121805
62850,0.0023520349074138513
62851,0.03350671345561244
63164,0.003515135488383614
63491,0.004540401301075284
63796,0.002303546816112632
63799,0.022947930789205522
63802,0.00232959311019092
63812,0.005648446269147973
64127,0.0023176113117219974
64449,0.01800453280860083
64771,0.002349619238849586
65082,0.011323739427749929
65399,0.002316117526609961
66039,0.011323739427749929
66048,0.002174765949449105
71758,0.017029854891534576
72077,0.011445223930175054
72087,0.011323739427749929
72405,0.0125129559592526
72723,0.0025893378250921736
72735,0.0026464538750161823
73046,0.002591117760461731
73682,0.0022578355537449493
73694,0.0022158086276056342
73696,0.017689755282977452
74317,0.022533415755048858
74974,0.002493654807083418
75286,0.0027774314922788274
75605,0.0021008700692509456
75612,0.011445223930175054
75929,0.00973817338347027
76239,0.0024058693466115833
71471,0.0026466976448943722
71776,0.0022068790551436172
71779,0.012567972029164109
72112,0.0032921738472760976
72417,0.0022417588756921563
72420,0.0032096586456730643
72425,0.013197740263079743
73073,0.0023109822956136326
73393,0.0032783653239359446
73714,0.0021965091308032403
74337,0.09838468107034927
74347,0.0023081912666164856
74354,0.017275846885340035
74666,0.0024029288878785818
74667,0.011445223930175054
74990,0.020227044214582414
75949,0.002223898531551832
75952,0.0024226445702023296
71486,0.029970846524581467
71805,0.014653025830511634
71813,0.012193841722749996
72130,0.011796785191414787
72437,0.003970702160741111
82469,0.010216826605870729
82788,0.0031229391963940607
82793,0.011445223930175054
83111,0.005648446269147973
83113,0.003769461297317052
83420,0.027749427809915246
83425,0.0035186546274384727
83428,0.010216826605870729
83433,0.0036287440073519846
83759,0.042574626693175265
84381,0.01750091250572814
84709,0.010271021402745403
85024,0.012499702987621248
85026,0.0032852830351703974
85671,0.01754105474659261
35158,0.002649485647970769
34851,0.0030674269839427726
34853,0.009798395356807538
34859,0.0025933255286542814
35162,0.005154499676318854
35165,0.011445223930175054
34865,0.002296954125038634
34877,0.007375338192097562
34898,0.0026897269565779617
35203,0.0023426779744804365
34902,0.002410329209750303
34907,0.002266266567134246
34930,0.024464663137820305
34939,0.00369867710222566
35249,0.01566364341395751
35561,0.0024274516734498256
35568,0.011445223930175054
35572,0.0024871803532008313
35574,0.011562618520428497
35575,0.002332859353694188
35889,0.010216826605870729
35583,0.0031078106446341272
35587,0.0037580943148973387
35597,0.0024438744813311797
35900,0.0028556255024431527
35602,0.012721918047652893
35606,0.01046564497095509
35922,0.0023320193736140874
35936,0.00229708469966009
41020,0.010371704425130452
41028,0.014824519946762696
41344,0.002164041018161545
41666,0.005648446269147973
42319,0.013677256425525627
42634,0.008638344821380185
42944,0.00895846679275591
42952,0.0028833808439866697
42954,0.0023506795293158243
43274,0.0022971647309320675
43582,0.010216826605870729
43590,0.0022943615779010998
43594,0.016895718694191517
43909,0.008296861934216169
43917,0.031805379510929474
44561,0.0022029445949909854
45202,0.05605758430506547
45210,0.00229751407157719
41684,0.022449697233399825
41691,0.002357846561216315
42333,0.002189879617384959
42660,0.0022837860544850687
42963,0.007278840378467313
42979,0.00218685127058606
43287,0.002350523889409209
44582,0.010216826605870729
45233,0.002513695525665259
45544,0.0025915183075134888
45550,0.0024226442510702642
40729,0.002370263673872611
41379,0.00966329918083835
41395,0.01686416136462436
4332,0.002333496885205788
4346,0.005205295598874685
4044,0.047456487294711386
5031,0.016733279199876785
5033,0.002353295273006903
5057,0.036799180845656816
4737,0.0034641367206920586
5067,0.01655062468089671
4757,0.010370612488924175
4758,0.011323739427749929
4762,0.0021516778894520895
4780,0.011323739427749929
5183,0.002256079216073223
5191,0.005614233365068755
5198,0.011323739427749929
4802,0.0022417588756921563
5126,0.012567972029164109
5132,0.012700335419052475
4830,0.019477993794113753
5154,0.018229120942555486
4854,0.011323739427749929
4861,0.0023506795293158243
5180,0.00229708469966009
4574,0.0031114901104618152
4896,0.006690379973620621
4592,0.0025281920754449258
4599,0.002234359191430119
4914,0.018963218695344432
4604,0.0023788248282893437
4932,0.002314222451073016
4623,0.0027260361034618613
4633,0.015308353016275214
4636,0.002245527012739305
4944,0.0028034784227243827
4949,0.006411314265589755
4644,0.011323739427749929
4977,0.03269574058312037
4674,0.011445223930175054
4986,0.005346209680992496
4683,0.0022830400023264173
4686,0.0022088761294810876
4691,0.002233162575351609
4700,0.01348174966211449
5018,0.003493809386466544
5341,0.0419049719635385
5646,0.017550404318425774
5647,0.010216826605870729
5649,0.002669440264899258
5661,0.003070396150192384
5671,0.01728796343956645
5677,0.007167543947331834
5375,0.007000917788392091
5396,0.007838191743357006
5410,0.0023064895865209673
5411,0.0023919056715480287
5714,0.00951672887481905
5427,0.0032256040131779288
5436,0.002378707007009421
5725,0.033754535224865996
5733,0.009829116780961796
5454,0.03221802862001575
10241,0.00466539309202907
10566,0.003227808705730069
10579,0.0053169216469208715
929,0.0030850049856666617
935,0.024292515689539138
1261,0.002504182101011138
951,0.002567034013612179
952,0.011445223930175054
955,0.003409971495691935
1295,0.03620019561092562
966,0.0024840267467842606
974,0.002303455006975083
1305,0.0028582934811964326
995,0.014259781402607554
998,0.0023039151943003706
1403,0.011585089694575272
1001,0.002221366920424755
1009,0.0022862464200756887
1338,0.037086440360353676
1029,0.011323739427749929
1053,0.0022974994574328487
1062,0.0023556811116461182
1067,0.0021132165149952966
1071,0.002227273623714753
9957,0.005221974004185275
9960,0.015474525856241254
9671,0.011445223930175054
9680,0.008569744142528462
9982,0.02228484985603376
9700,0.006554668209625643
9712,0.007492162913823488
10023,0.021959581924147816
10042,0.002709955281547685
10043,0.003196394270823824
10048,0.025030843598256226
10049,0.0023479224653041213
10054,0.0023003478830694478
10057,0.002913275860458995
10388,0.0034433746185689
10396,0.0023008740214733956
10700,0.0034092836022377787
10716,0.011445223930175054
10418,0.0025859030250024446
10730,0.052028955586555424
10733,0.0035618117625627163
10429,0.034037123467292034
10844,0.0024615319750543635
10856,0.003378621302713268
10448,0.002592028507200765
10451,0.005340023712813298
10458,0.002794275305987104
10743,0.0023954635955328457
10753,0.0024884137371366205
10756,0.002310901784064426
10465,0.016047352395523413
10488,0.03359583919312182
10490,0.002356249333556184
10495,0.012567972029164109
10510,0.0024243933229283303
10818,0.0059263203111060946
10531,0.0030801433187788007
10823,0.002310901784064426
10544,0.022153752200236815
10553,0.00229708469966009
31437,0.006504199411074522
31442,0.0023109822956136326
31451,0.02596735728471559
31453,0.011819874206975622
31143,0.007701324239686295
31146,0.0022562641383885237
31149,0.011445223930175054
31460,0.0025607170466904455
31466,0.01175986461619515
31472,0.010216826605870729
31788,0.0022944978016961326
32113,0.011323739427749929
31807,0.002310901784064426
32122,0.0022971647309320675
32127,0.0022974994574328487
31820,0.0025992101945246913
31832,0.011323739427749929
32267,0.0023003243759737407
31860,0.0036136157686698315
31873,0.0062647499375359465
32168,0.026588709962834002
32177,0.011445223930175054
31882,0.01075670935731743
31896,0.019874189656339483
31910,0.005199685266254606
32211,0.03129228461966541
32232,0.035416190439138205
31943,0.011445223930175054
31950,0.006584069574627823
32243,0.009535953525358612
31966,0.006349784271845162
31976,0.01169225298357915
31666,0.0023108516365563476
31674,0.0023108516365563476
31989,0.014421126236637475
31990,0.002217483937699297
31991,0.002297883966029733
31997,0.0025399180475389437
31692,0.011323739427749929
31719,0.002540180004929974
31723,0.022710649968632732
32039,0.00431099992127038
32042,0.0025392934367274686
31739,0.010216826605870729
32061,0.002630101564200876
32062,0.0023081912666164856
44333,0.002297883966029733
44656,0.0026021996337299326
44658,0.013011118050667481
44976,0.002316117526609961
44990,0.011323739427749929
45312,0.004877952867463129
45644,0.002376508358977004
41146,0.011323739427749929
41459,0.01745777309125319
41462,0.0022952199554686897
41787,0.002310901784064426
42422,0.013755920922020043
42743,0.0025743672407415354
43076,0.0021496830166416207
44350,0.003115407103110006
44353,0.002700556912921574
44356,0.002056698265288455
25163,0.010216826605870729
25490,0.004114264268241462
25811,0.011323739427749929
25501,0.01455296204693551
25502,0.0023117941679868955
25505,0.0023081912666164856
25835,0.0029212086771179856
25966,0.0028159819504174565
25973,0.002299211492136404
25570,0.055327086980119476
25862,0.002447523425068867
25871,0.0022407056366370577
25877,0.0022943433292265353
34738,0.002309442562251163
34445,0.0023531351003289107
34447,0.0022239722750027587
34754,0.010350077988593947
34764,0.015519020150437024
34772,0.013406966597521322
34775,0.0022805002299205734
34484,0.0033900059777375066
34180,0.006145545606360812
34199,0.009237694700900943
34527,0.011323739427749929
34226,0.020482542677886965
34555,0.0023283673328322384
34243,0.009757445841773398
34252,0.0022304176677447256
34267,0.0023366251673022035
34276,0.010232085450577582
34584,0.002542940796549811
34283,0.011323739427749929
34290,0.005196004891505512
34291,0.0043492086495409985
34295,0.02607100353760385
34599,0.002250656561376215
34603,0.015371117828766306
35267,0.011246037456654902
35270,0.002157840063068924
35279,0.004723192297529331
35300,0.0021207575661315193
34981,0.002303324071078246
35338,0.009630021092643135
35425,0.010168454254590549
35426,0.015516716842137544
35432,0.04608274627173694
35022,0.02700434112010509
35347,0.004827509080997354
35062,0.023581465874406852
35072,0.0024628366006525814
35104,0.0024644741667128813
35106,0.005648446269147973
35114,0.0027787819269795002
35131,0.0022350999303248605
21744,0.0033874394400558584
21754,0.0023356288974066093
21784,0.007762670430799891
22088,0.003252204503764851
22095,0.002368287131212935
21806,0.014908291197312943
21811,0.0022609742536790728
22099,0.012732035933237748
22104,0.013811413731037964
21819,0.010216826605870729
21822,0.002785971598136551
21834,0.0037598116540431717
21858,0.019696042039966607
21862,0.020035293309125245
21875,0.0036632678660979763
22163,0.003813161231164555
21909,0.002889492653423621
21910,0.023365311347359898
21913,0.013095758345749806
21650,0.0022992083502522908
21966,0.0035724364489839976
21977,0.011445223930175054
21662,0.0027862008339317487
21665,0.0022394866186306954
21668,0.0023039151943003706
21683,0.008271484399097258
21697,0.011157248270681435
22665,0.0028258543723621455
31548,0.002149386072290788
31553,0.0019940954048830476
31555,0.0025584226175785246
31232,0.005065553510103486
31647,0.0022135225939396695
31243,0.0022570327881758336
31266,0.006862432279000763
31274,0.006527483742550055
31590,0.005606874720182905
31294,0.002774228922359271
31296,0.012360245175468467
31600,0.0023025626960539673
31314,0.0022199944397825614
31358,0.002310901784064426
31369,0.005460698217403757
31376,0.0025320571883464442
31070,0.004393045969026132
31382,0.002448838929588593
31385,0.0037023790721888526
31393,0.0021950081475025584
31086,0.002295269764535981
31114,0.002987715549772501
12861,0.002304768929704727
13182,0.011323739427749929
13185,0.00569046859921663
13190,0.0022562641383885237
13194,0.021924644320324833
13536,0.011323739427749929
13542,0.00527049798283942
13559,0.0022971647309320675
13600,0.0025281145937874477
13608,0.018710993114628528
13922,0.002308181197182157
13934,0.012077488567992838
13634,0.0033292646752561376
13948,0.022109956973687835
13961,0.019973275825815737
13973,0.009975292011772703
13976,0.0027272431100381633
13987,0.004464584131606735
13989,0.0023013736896831936
13993,0.0022963415671546673
13685,0.003362288570637634
13397,0.0283917433910606
13714,0.0022662936000711785
13408,0.0022901922808946725
13416,0.013747576066764198
13734,0.005648446269147973
13429,0.012567972029164109
13743,0.002225041921747923
13745,0.002370612218084636
13440,0.012959403272576239
13455,0.003040155848492851
13461,0.011445223930175054
13469,0.01629013612094359
13780,0.0025575949614312678
13483,0.002491288611676022
13486,0.002297883966029733
13805,0.021424115148846595
13503,0.002228441989630642
13821,0.002932137063459312
14154,0.0039852598237262735
14463,0.012702463232274766
14464,0.0024245037337526157
14467,0.0023259732401239666
14484,0.0021832935739151717
14494,0.009126443999240652
14182,0.026310665314016945
14513,0.00229708469966009
14517,0.011323739427749929
14200,0.0022562641383885237
14230,0.011445223930175054
14533,0.003206402040320523
14536,0.009031694718714012
14245,0.013584510774325835
14246,0.0022394866186306954
14260,0.002375604541226399
14263,0.028279861803561082
14571,0.011445223930175054
14574,0.006342330687202119
14278,0.0021970357713146115
14279,0.002240366110966968
14585,0.011430921852897288
14589,0.012173540339573425
14590,0.00517357970591604
3494,0.008956352380601391
3497,0.002322673965434532
3824,0.0027562003671736655
3839,0.011323739427749929
3513,0.021956100262313344
3937,0.004260451487925537
3532,0.0024952367697880498
3533,0.002788800293548685
3537,0.01853273267416499
3848,0.012567972029164109
3543,0.025766796044109357
3549,0.02031613604767873
3553,0.0026569071292981508
3871,0.003419503024536765
3880,0.003103550886617244
3568,0.030523515219956294
3573,0.0027896459749803732
3898,0.024007398655391688
3585,0.002362578739377584
3591,0.011445223930175054
3313,0.01363212089269497
3628,0.00904528860779152
3356,0.0023815180943532323
3666,0.002309082606260911
3390,0.0028782904244744867
3704,0.002477479723067825
3719,0.0023120188780501767
3406,0.012567972029164109
3722,0.008707113713005553
3438,0.01451251369624468
3743,0.0025257319486915683
3751,0.002576867948181994
4386,0.0030411104702090784
4081,0.012308987725369825
4084,0.0028284885979800245
4086,0.023954827191994706
4407,0.011323739427749929
4420,0.011445223930175054
4106,0.00266093417245275
4108,0.002297883966029733
4113,0.031029413624466005
4114,0.0023424927421306255
4429,0.002140968271796504
4433,0.018730899865419707
4124,0.0023842308517416436
4145,0.007011961085161867
4465,0.012567972029164109
4218,0.0023451828517591557
4504,0.002261193245175123
4520,0.011445223930175054
4523,0.002919839559160695
4249,0.0034083066756603127
3946,0.0022979566866989424
3950,0.0026904467155186435
4293,0.005212517451854827
5752,0.011323739427749929
5470,0.0037139298960625388
5775,0.00228311694435045
5777,0.0021411079247230067
5492,0.002751774256273299
5494,0.009977956654290276
5495,0.002383048448051852
5788,0.022271429049736485
5793,0.011445223930175054
14054,0.010043698667406837
14057,0.005648446269147973
14398,0.0022192670508479335
14416,0.002283109587372858
14098,0.00234948838684566
14100,0.011445223930175054
14103,0.0022668795645043754
14106,0.0031071738358055497
14421,0.011445223930175054
14426,0.021003914746038008
14430,0.008560317212141955
14128,0.0036884696505533852
14130,0.010738962317898624
15110,0.002431540959471309
14789,0.008156014609156902
14793,0.0036530890407472927
15120,0.0026164402332687423
15128,0.004031585688994179
15138,0.0022329536325130257
14849,0.0024127714763611747
14853,0.0023392833074249407
14859,0.0022786911247209174
15199,0.025153726660386268
14903,0.0026628261385866904
14929,0.0025580938655126503
14935,0.019950106184131254
15253,0.0024607522659947003
14937,0.002339642894238498
14949,0.005521724817883525
14951,0.009259960443163339
14676,0.011323739427749929
15000,0.002355321033621854
15014,0.003801000292839215
14712,0.0031665178651528758
15022,0.0029841727998541124
15037,0.008218824972596392
15041,0.005958390683856754
14753,0.0023068246749056247
15062,0.0023109321463624676
15072,0.002501860237877294
14772,0.017678243024707337
14775,0.002259822855096343
15736,0.002309678084060662
15421,0.002295634182586628
15424,0.013940466394413847
15437,0.005648446269147973
15752,0.005852123949581924
15755,0.011445223930175054
2158,0.002727857733848742
2160,0.002376508358977004
2161,0.003712034787081791
2490,0.011445223930175054
2493,0.042024654079995956
2497,0.01651447454963278
3120,0.002353101128313033
3123,0.004459343977952599
2830,0.011323739427749929
3145,0.007221413600183121
2871,0.002053497693195984
3282,0.0028182870777999124
3288,0.0028948176035877415
2883,0.0048011509475187975
3187,0.014772898180383923
2904,0.02820562333963302
2909,0.0022879644349288377
3205,0.011323739427749929
3234,0.0038952351318066966
3244,0.0022074939541694557
3245,0.0035379763782417625
3248,0.0502687200951538
2960,0.011445223930175054
2964,0.04114873024959996
3260,0.002241504697666023
3275,0.0023615389042166207
3279,0.015910011295373113
2984,0.004198890887880668
2987,0.0024077919224634284
2992,0.0032184943957501372
2708,0.0025835737408064024
2718,0.0023109822956136326
3022,0.00486331357398499
3036,0.0036200760781564165
2720,0.006283284086165555
2735,0.002310442579869107
3053,0.006968770996415038
3060,0.011323739427749929
3071,0.015123820321088855
3760,0.002462878031122026
12309,0.002215844547857177
12322,0.02059389242941842
12352,0.006765938733836071
12692,0.0022691889488832386
12382,0.011323739427749929
12703,0.002337641191776383
12710,0.002886641978688619
12727,0.0025605699252881546
12428,0.0021969404936475643
12444,0.002381295158870301
12447,0.009438684268727595
12451,0.01546509556485663
77557,0.002392238786082588
78505,0.011323739427749929
78821,0.002761794094946808
79784,0.0022394866186306954
80100,0.0023600091181105415
80423,0.0022669409143195748
80437,0.022840127713704625
80750,0.07874951249529366
81060,0.0021998359902292456
81068,0.008033080660752428
81075,0.0023506475757167863
81381,0.012567972029164109
76604,0.0027982611754763602
77252,0.0029167723132433876
77562,0.0024748149856864705
78212,0.007984547579513954
78214,0.05948853276005868
78518,0.007509438185750895
78520,0.015130138957818314
78521,0.013789447171191155
78857,0.00229708469966009
79163,0.0023356418579803845
79803,0.0023846138306871517
80123,0.002339545073591337
80136,0.033036951465973574
80138,0.0022943931193137182
80450,0.002586714555575264
80454,0.0023630373321093744
80455,0.009242280580973946
80457,0.04839201821928306
81401,0.005479663926124819
2266,0.002365835629821844
2595,0.005648446269147973
2289,0.005393795899767894
2609,0.0022797451448319786
2611,0.011323739427749929
2613,0.002306625329959424
2616,0.0026020813742569453
2628,0.0026040088266211293
2654,0.0024887479245811178
2346,0.002297883966029733
2356,0.0023109822956136326
2057,0.010216826605870729
2364,0.026084013846516298
2372,0.003010776667479774
2083,0.011323739427749929
2115,0.0036334404989426146
2116,0.0022952009582632247
2117,0.005772802437960874
2442,0.005778466530088745
2454,0.002310901784064426
2147,0.0022457889114820694
71153,0.003377463757527063
66365,0.0022417588756921563
66998,0.002429567156137074
67003,0.0036579706970050513
67007,0.06135030326942379
67012,0.0024059629359137833
67317,0.04110162882810885
57463,0.0026127214563234575
58098,0.0023595154480747543
58105,0.0027189373444649317
58414,0.0022971647309320675
58420,0.031572945996666
58746,0.011445223930175054
59061,0.011323739427749929
59068,0.047668405796395565
59375,0.011445223930175054
59376,0.0022337244569935427
59387,0.0023871355661771805
59700,0.011445223930175054
60026,0.004618959213022444
60028,0.0022562641383885237
60348,0.0025177357244714586
60655,0.0022921717265577657
60657,0.011323739427749929
60973,0.015103167410557243
56201,0.013272234185540403
56525,0.002161257132898691
56837,0.0022576275589826877
56843,0.002225086871740991
56845,0.0023470043271213176
57164,0.011445223930175054
57805,0.0024150190550405563
57806,0.0022523708459045544
57808,0.0020687151357805826
58111,0.003382129931772469
58436,0.01379389277067566
58447,0.006140567283467223
58751,0.01118279274310387
59073,0.0029183614725377988
59396,0.00214747910685521
59405,0.010216826605870729
59716,0.005648446269147973
60037,0.002310901784064426
60045,0.012567972029164109
60357,0.00256511360731083
60363,0.0025102005210461366
60672,0.028352360674940773
60684,0.011445223930175054
60687,0.00545829944234632
61006,0.0023343333367939778
56220,0.009428755462558941
56222,0.002832835798717316
56539,0.0022575632318941304
56540,0.002310901784064426
56548,0.0028686414343119344
57497,0.002294393129844301
57509,0.011323739427749929
57821,0.002161427268829424
58135,0.002194775491624498
58458,0.010216826605870729
58790,0.012107362977001752
